shipment_id,supplier_id,component_id,route,carrier,ship_date,scheduled_delivery,actual_delivery,delay_days,delay_cause,delayed,supplier_name,region,reliability_score,avg_lead_time,component_name,category,criticality,avg_cost
SH0172,SUP004,C001,South,Amazon Logistics,2025-09-20,2025-09-27,2025-09-27,0,None,No,Delta Corp,US,0.63,8,Motor,Electrical,Medium,108
SH0173,SUP004,C002,North,DTDC,2025-02-01,2025-02-08,2025-02-08,0,None,No,Delta Corp,US,0.63,8,Sensor,Electrical,Medium,219
SH0174,SUP004,C006,South,Amazon Logistics,2025-01-24,2025-02-01,2025-02-05,4,None,Yes,Delta Corp,US,0.63,8,Controller,Mechanical,Low,495
SH0175,SUP003,C004,West,BlueDart,2025-08-02,2025-08-09,2025-08-09,0,None,No,Gamma Industries,Asia,0.76,5,Bearing,Electrical,High,320
SH0176,SUP004,C001,West,Amazon Logistics,2025-05-05,2025-05-09,2025-05-14,5,Carrier issue,Yes,Delta Corp,US,0.63,8,Motor,Electrical,Medium,108
SH0177,SUP003,C002,North,BlueDart,2025-09-28,2025-10-07,2025-10-07,0,None,No,Gamma Industries,Asia,0.76,5,Sensor,Electrical,Medium,219
SH0178,SUP004,C001,West,Amazon Logistics,2025-01-21,2025-01-29,2025-01-29,0,None,No,Delta Corp,US,0.63,8,Motor,Electrical,Medium,108
SH0179,SUP001,C001,West,Amazon Logistics,2025-07-18,2025-07-27,2025-07-27,0,None,No,Alpha Ltd,US,0.87,7,Motor,Electrical,Medium,108
SH0180,SUP004,C005,West,DTDC,2025-09-13,2025-09-21,2025-09-21,0,None,No,Delta Corp,US,0.63,8,Pump,Mechanical,High,239
SH0181,SUP001,C005,North,Delhivery,2025-01-18,2025-01-22,2025-01-22,0,None,No,Alpha Ltd,US,0.87,7,Pump,Mechanical,High,239
SH0182,SUP005,C003,West,Delhivery,2025-01-05,2025-01-09,2025-01-09,0,None,No,Epsilon Exports,US,0.76,7,Valve,Electrical,High,237
SH0183,SUP001,C002,East,Amazon Logistics,2025-02-09,2025-02-13,2025-02-13,0,None,No,Alpha Ltd,US,0.87,7,Sensor,Electrical,Medium,219
SH0184,SUP001,C005,South,Delhivery,2025-01-14,2025-01-21,2025-01-21,0,None,No,Alpha Ltd,US,0.87,7,Pump,Mechanical,High,239
SH0185,SUP005,C003,North,BlueDart,2025-03-22,2025-03-31,2025-04-04,4,Supplier issue,Yes,Epsilon Exports,US,0.76,7,Valve,Electrical,High,237
SH0186,SUP001,C002,North,DTDC,2025-07-20,2025-07-25,2025-07-29,4,Traffic,Yes,Alpha Ltd,US,0.87,7,Sensor,Electrical,Medium,219
SH0187,SUP003,C004,South,Amazon Logistics,2025-06-05,2025-06-09,2025-06-09,0,None,No,Gamma Industries,Asia,0.76,5,Bearing,Electrical,High,320
SH0188,SUP002,C001,South,Delhivery,2025-06-17,2025-06-20,2025-06-20,0,None,No,Beta Co,India,0.81,6,Motor,Electrical,Medium,108
SH0189,SUP004,C005,South,Amazon Logistics,2025-09-15,2025-09-20,2025-09-24,4,None,Yes,Delta Corp,US,0.63,8,Pump,Mechanical,High,239
SH0190,SUP002,C006,West,BlueDart,2025-05-09,2025-05-14,2025-05-16,2,Traffic,Yes,Beta Co,India,0.81,6,Controller,Mechanical,Low,495
SH0191,SUP005,C004,South,BlueDart,2025-09-28,2025-10-03,2025-10-03,0,None,No,Epsilon Exports,US,0.76,7,Bearing,Electrical,High,320
SH0192,SUP005,C001,East,Delhivery,2025-09-15,2025-09-22,2025-09-22,0,None,No,Epsilon Exports,US,0.76,7,Motor,Electrical,Medium,108
SH0193,SUP004,C001,West,Amazon Logistics,2025-04-06,2025-04-14,2025-04-14,0,None,No,Delta Corp,US,0.63,8,Motor,Electrical,Medium,108
SH0194,SUP004,C002,South,Amazon Logistics,2025-04-15,2025-04-20,2025-04-20,0,None,No,Delta Corp,US,0.63,8,Sensor,Electrical,Medium,219
SH0195,SUP001,C002,West,DTDC,2025-09-19,2025-09-28,2025-09-28,0,None,No,Alpha Ltd,US,0.87,7,Sensor,Electrical,Medium,219
SH0196,SUP005,C006,West,BlueDart,2025-06-01,2025-06-08,2025-06-10,2,Customs,Yes,Epsilon Exports,US,0.76,7,Controller,Mechanical,Low,495
SH0197,SUP001,C005,South,BlueDart,2025-07-16,2025-07-24,2025-07-25,1,Customs,Yes,Alpha Ltd,US,0.87,7,Pump,Mechanical,High,239
SH0198,SUP002,C006,North,BlueDart,2025-05-16,2025-05-25,2025-05-25,0,None,No,Beta Co,India,0.81,6,Controller,Mechanical,Low,495
SH0199,SUP002,C005,North,Amazon Logistics,2025-07-01,2025-07-08,2025-07-08,0,None,No,Beta Co,India,0.81,6,Pump,Mechanical,High,239
SH0200,SUP002,C001,East,Delhivery,2025-07-11,2025-07-16,2025-07-20,4,Traffic,Yes,Beta Co,India,0.81,6,Motor,Electrical,Medium,108
SH0201,SUP005,C005,South,Delhivery,2025-03-16,2025-03-19,2025-03-20,1,Customs,Yes,Epsilon Exports,US,0.76,7,Pump,Mechanical,High,239
SH0202,SUP002,C005,North,Delhivery,2025-08-01,2025-08-07,2025-08-07,0,None,No,Beta Co,India,0.81,6,Pump,Mechanical,High,239
SH0203,SUP004,C003,West,Delhivery,2025-08-12,2025-08-15,2025-08-15,0,None,No,Delta Corp,US,0.63,8,Valve,Electrical,High,237
SH0204,SUP002,C001,South,DTDC,2025-02-15,2025-02-20,2025-02-24,4,None,Yes,Beta Co,India,0.81,6,Motor,Electrical,Medium,108
SH0205,SUP002,C005,South,BlueDart,2025-04-05,2025-04-09,2025-04-09,0,None,No,Beta Co,India,0.81,6,Pump,Mechanical,High,239
SH0206,SUP005,C006,West,BlueDart,2025-05-05,2025-05-14,2025-05-19,5,Customs,Yes,Epsilon Exports,US,0.76,7,Controller,Mechanical,Low,495
SH0207,SUP004,C001,South,DTDC,2025-02-27,2025-03-05,2025-03-05,0,,No,Delta Corp,US,0.63,8,Motor,Electrical,Medium,108
SH0208,SUP002,C001,East,BlueDart,2025-03-05,2025-03-12,2025-03-15,-1,None,No,Beta Co,India,0.81,6,Motor,Electrical,Medium,108
SH0209,SUP002,C005,West,Delhivery,2025-07-11,2025-07-14,2025-07-14,0,None,No,Beta Co,India,0.81,6,Pump,Mechanical,High,239
SH0210,SUP005,C002,East,DTDC,2025-03-20,2025-03-23,2025-03-23,0,None,No,Epsilon Exports,US,0.76,7,Sensor,Electrical,Medium,219
SH0211,SUP001,C006,North,BlueDart,2025-01-02,2025-01-05,2025-01-05,0,None,No,Alpha Ltd,US,0.87,7,Controller,Mechanical,Low,495
SH0212,SUP001,C004,East,DTDC,2025-04-17,2025-04-22,2025-04-22,0,None,No,Alpha Ltd,US,0.87,7,Bearing,Electrical,High,320
SH0213,SUP001,C001,West,BlueDart,2025-01-11,2025-01-17,2025-01-17,0,None,No,Alpha Ltd,US,0.87,7,Motor,Electrical,Medium,108
SH0214,SUP004,C004,South,BlueDart,2025-05-14,2025-05-17,2025-05-18,1,None,Yes,Delta Corp,US,0.63,8,Bearing,Electrical,High,320
SH0215,SUP003,C004,South,DTDC,2025-04-01,2025-04-10,2025-04-14,4,Weather,Yes,Gamma Industries,Asia,0.76,5,Bearing,Electrical,High,320
SH0216,SUP001,C006,South,DTDC,2025-01-02,2025-01-07,2025-01-07,0,None,No,Alpha Ltd,US,0.87,7,Controller,Mechanical,Low,495
SH0217,SUP002,C005,West,DTDC,2025-02-11,2025-02-18,2025-02-18,0,None,No,Beta Co,India,0.81,6,Pump,Mechanical,High,239
SH0218,SUP001,C002,East,Delhivery,2025-01-16,2025-01-22,2025-01-22,0,,No,Alpha Ltd,US,0.87,7,Sensor,Electrical,Medium,219
SH0219,SUP005,C004,South,Delhivery,2025-02-02,2025-02-07,2025-02-07,0,None,No,Epsilon Exports,US,0.76,7,Bearing,Electrical,High,320
SH0220,SUP002,C001,East,Amazon Logistics,2025-04-09,2025-04-16,2025-04-17,1,Supplier issue,Yes,Beta Co,India,0.81,6,Motor,Electrical,Medium,108
SH0221,SUP003,C002,South,Delhivery,2025-05-21,2025-05-30,2025-05-30,0,None,No,Gamma Industries,Asia,0.76,5,Sensor,Electrical,Medium,219
SH0222,SUP004,C004,East,DTDC,2025-02-12,2025-02-16,2025-02-18,2,Traffic,Yes,Delta Corp,US,0.63,8,Bearing,Electrical,High,320
SH0223,SUP001,C005,North,Amazon Logistics,2025-05-02,2025-05-09,2025-05-14,5,Carrier issue,Yes,Alpha Ltd,US,0.87,7,Pump,Mechanical,High,239
SH0224,SUP003,C001,East,BlueDart,2025-02-09,2025-02-14,2025-02-18,-1,Carrier issue,No,Gamma Industries,Asia,0.76,5,Motor,Electrical,Medium,108
SH0225,SUP002,C002,East,BlueDart,2025-08-28,2025-08-31,2025-09-04,4,,Yes,Beta Co,India,0.81,6,Sensor,Electrical,Medium,219
SH0226,SUP003,C003,South,DTDC,2025-05-17,2025-05-20,2025-05-20,0,None,No,Gamma Industries,Asia,0.76,5,Valve,Electrical,High,237
SH0227,SUP003,C003,West,BlueDart,2025-07-12,2025-07-21,2025-07-21,0,None,No,Gamma Industries,Asia,0.76,5,Valve,Electrical,High,237
SH0228,SUP003,C002,North,BlueDart,2025-03-06,2025-03-10,2025-03-10,0,None,No,Gamma Industries,Asia,0.76,5,Sensor,Electrical,Medium,219
SH0229,SUP003,C002,South,Delhivery,2025-04-23,2025-04-28,2025-05-03,5,Carrier issue,Yes,Gamma Industries,Asia,0.76,5,Sensor,Electrical,Medium,219
SH0230,SUP005,C004,South,Delhivery,2025-03-22,2025-03-29,2025-03-29,0,None,No,Epsilon Exports,US,0.76,7,Bearing,Electrical,High,320
SH0231,SUP004,C001,West,Amazon Logistics,2025-02-24,2025-03-01,2025-03-01,0,None,No,Delta Corp,US,0.63,8,Motor,Electrical,Medium,108
SH0232,SUP005,C006,West,Amazon Logistics,2025-04-16,2025-04-23,2025-04-23,0,None,No,Epsilon Exports,US,0.76,7,Controller,Mechanical,Low,495
SH0233,SUP004,C004,West,Delhivery,2025-04-23,2025-04-29,2025-04-29,0,None,No,Delta Corp,US,0.63,8,Bearing,Electrical,High,320
SH0234,SUP005,C004,North,BlueDart,2025-09-19,2025-09-28,2025-10-02,4,None,Yes,Epsilon Exports,US,0.76,7,Bearing,Electrical,High,320
SH0235,SUP002,C002,West,Amazon Logistics,2025-09-28,2025-10-04,2025-10-04,0,,No,Beta Co,India,0.81,6,Sensor,Electrical,Medium,219
SH0236,SUP005,C003,South,DTDC,2025-09-02,2025-09-11,2025-09-11,0,None,No,Epsilon Exports,US,0.76,7,Valve,Electrical,High,237
SH0237,SUP005,C004,West,Amazon Logistics,2025-06-19,2025-06-25,2025-06-25,0,None,No,Epsilon Exports,US,0.76,7,Bearing,Electrical,High,320
SH0238,SUP005,C004,South,DTDC,2025-03-03,2025-03-08,2025-03-08,0,None,No,Epsilon Exports,US,0.76,7,Bearing,Electrical,High,320
SH0239,SUP001,C005,South,BlueDart,2025-06-24,2025-06-29,2025-06-29,0,None,No,Alpha Ltd,US,0.87,7,Pump,Mechanical,High,239
SH0240,SUP005,C002,South,DTDC,2025-04-09,2025-04-14,2025-04-14,0,None,No,Epsilon Exports,US,0.76,7,Sensor,Electrical,Medium,219
SH0241,SUP003,C002,South,Amazon Logistics,2025-05-06,2025-05-10,2025-05-10,0,None,No,Gamma Industries,Asia,0.76,5,Sensor,Electrical,Medium,219
SH0242,SUP001,C005,North,Amazon Logistics,2025-09-20,2025-09-24,2025-09-29,5,Customs,Yes,Alpha Ltd,US,0.87,7,Pump,Mechanical,High,239
SH0243,SUP003,C006,North,Delhivery,2025-01-26,2025-02-04,2025-02-04,0,None,No,Gamma Industries,Asia,0.76,5,Controller,Mechanical,Low,495
SH0244,SUP003,C001,East,Delhivery,2025-06-04,2025-06-07,2025-06-07,0,None,No,Gamma Industries,Asia,0.76,5,Motor,Electrical,Medium,108
SH0245,SUP005,C005,North,Amazon Logistics,2025-08-03,2025-08-09,2025-08-13,4,Supplier issue,Yes,Epsilon Exports,US,0.76,7,Pump,Mechanical,High,239
SH0246,SUP005,C004,North,Delhivery,2025-08-17,2025-08-20,2025-08-20,0,None,No,Epsilon Exports,US,0.76,7,Bearing,Electrical,High,320
SH0247,SUP005,C004,West,DTDC,2025-01-11,2025-01-14,2025-01-14,0,None,No,Epsilon Exports,US,0.76,7,Bearing,Electrical,High,320
SH0248,SUP004,C004,East,Delhivery,2025-08-08,2025-08-16,2025-08-21,5,Customs,Yes,Delta Corp,US,0.63,8,Bearing,Electrical,High,320
SH0249,SUP004,C005,East,Delhivery,2025-01-23,2025-01-30,2025-01-30,0,None,No,Delta Corp,US,0.63,8,Pump,Mechanical,High,239
SH0250,SUP004,C005,South,BlueDart,2025-07-18,2025-07-25,2025-07-25,0,None,No,Delta Corp,US,0.63,8,Pump,Mechanical,High,239
SH0251,SUP005,C004,North,DTDC,2025-03-11,2025-03-18,2025-03-23,5,Weather,Yes,Epsilon Exports,US,0.76,7,Bearing,Electrical,High,320
SH0252,SUP004,C001,East,DTDC,2025-05-24,2025-05-30,2025-05-30,0,None,No,Delta Corp,US,0.63,8,Motor,Electrical,Medium,108
SH0253,SUP005,C005,South,Delhivery,2025-06-14,2025-06-20,2025-06-20,0,None,No,Epsilon Exports,US,0.76,7,Pump,Mechanical,High,239
SH0254,SUP001,C006,North,DTDC,2025-01-04,2025-01-13,2025-01-13,0,None,No,Alpha Ltd,US,0.87,7,Controller,Mechanical,Low,495
SH0255,SUP002,C005,East,DTDC,2025-07-01,2025-07-09,2025-07-09,0,None,No,Beta Co,India,0.81,6,Pump,Mechanical,High,239
SH0256,SUP005,C002,East,BlueDart,2025-07-06,2025-07-09,2025-07-09,0,None,No,Epsilon Exports,US,0.76,7,Sensor,Electrical,Medium,219
SH0257,SUP001,C006,West,DTDC,2025-08-17,2025-08-25,2025-08-25,0,None,No,Alpha Ltd,US,0.87,7,Controller,Mechanical,Low,495
SH0258,SUP005,C002,South,Delhivery,2025-01-13,2025-01-22,2025-01-22,0,None,No,Epsilon Exports,US,0.76,7,Sensor,Electrical,Medium,219
SH0259,SUP005,C006,West,Amazon Logistics,2025-08-17,2025-08-23,2025-08-27,4,Carrier issue,Yes,Epsilon Exports,US,0.76,7,Controller,Mechanical,Low,495
SH0260,SUP005,C003,East,Amazon Logistics,2025-07-09,2025-07-15,2025-07-15,0,None,No,Epsilon Exports,US,0.76,7,Valve,Electrical,High,237
SH0261,SUP002,C003,West,DTDC,2025-09-21,2025-09-25,2025-09-25,0,None,No,Beta Co,India,0.81,6,Valve,Electrical,High,237
SH0262,SUP005,C005,West,DTDC,2025-08-08,2025-08-12,2025-08-12,0,,No,Epsilon Exports,US,0.76,7,Pump,Mechanical,High,239
SH0263,SUP002,C005,West,DTDC,2025-04-06,2025-04-12,2025-04-12,0,None,No,Beta Co,India,0.81,6,Pump,Mechanical,High,239
SH0264,SUP001,C004,South,Delhivery,2025-03-28,2025-04-03,2025-04-03,0,None,No,Alpha Ltd,US,0.87,7,Bearing,Electrical,High,320
SH0265,SUP003,C001,North,DTDC,2025-01-22,2025-01-28,2025-01-29,1,Supplier issue,Yes,Gamma Industries,Asia,0.76,5,Motor,Electrical,Medium,108
SH0266,SUP002,C003,West,DTDC,2025-05-05,2025-05-08,2025-05-08,0,None,No,Beta Co,India,0.81,6,Valve,Electrical,High,237
SH0267,SUP002,C002,South,Amazon Logistics,2025-02-05,2025-02-11,2025-02-11,-1,None,No,Beta Co,India,0.81,6,Sensor,Electrical,Medium,219
SH0268,SUP004,C002,West,DTDC,2025-01-28,2025-02-04,2025-02-04,0,,No,Delta Corp,US,0.63,8,Sensor,Electrical,Medium,219
SH0269,SUP001,C003,East,Amazon Logistics,2025-04-09,2025-04-14,2025-04-16,2,Weather,Yes,Alpha Ltd,US,0.87,7,Valve,Electrical,High,237
SH0270,SUP005,C001,South,Delhivery,2025-01-08,2025-01-13,2025-01-14,1,Customs,Yes,Epsilon Exports,US,0.76,7,Motor,Electrical,Medium,108
SH0271,SUP004,C004,North,Amazon Logistics,2025-05-28,2025-06-01,2025-06-01,0,None,No,Delta Corp,US,0.63,8,Bearing,Electrical,High,320
SH0272,SUP001,C006,South,Delhivery,2025-07-28,2025-08-05,2025-08-10,5,Supplier issue,Yes,Alpha Ltd,US,0.87,7,Controller,Mechanical,Low,495
SH0273,SUP001,C001,East,DTDC,2025-04-02,2025-04-09,2025-04-09,0,None,No,Alpha Ltd,US,0.87,7,Motor,Electrical,Medium,108
SH0274,SUP001,C001,West,BlueDart,2025-02-18,2025-02-21,2025-02-23,2,Customs,Yes,Alpha Ltd,US,0.87,7,Motor,Electrical,Medium,108
SH0275,SUP004,C006,South,BlueDart,2025-01-24,2025-02-02,2025-02-02,0,None,No,Delta Corp,US,0.63,8,Controller,Mechanical,Low,495
SH0276,SUP004,C004,West,Delhivery,2025-05-25,2025-06-01,2025-06-02,1,None,Yes,Delta Corp,US,0.63,8,Bearing,Electrical,High,320
SH0277,SUP005,C001,East,BlueDart,2025-01-22,2025-01-30,2025-01-31,1,Supplier issue,Yes,Epsilon Exports,US,0.76,7,Motor,Electrical,Medium,108
SH0278,SUP002,C005,West,DTDC,2025-01-11,2025-01-18,2025-01-18,0,None,No,Beta Co,India,0.81,6,Pump,Mechanical,High,239
SH0279,SUP005,C002,East,Amazon Logistics,2025-01-09,2025-01-12,2025-01-12,0,None,No,Epsilon Exports,US,0.76,7,Sensor,Electrical,Medium,219
SH0280,SUP002,C005,North,Delhivery,2025-03-22,2025-03-25,2025-03-25,0,None,No,Beta Co,India,0.81,6,Pump,Mechanical,High,239
SH0281,SUP001,C002,West,Delhivery,2025-02-21,2025-03-02,2025-03-03,1,None,Yes,Alpha Ltd,US,0.87,7,Sensor,Electrical,Medium,219
SH0282,SUP003,C004,North,DTDC,2025-08-06,2025-08-13,2025-08-16,3,Traffic,Yes,Gamma Industries,Asia,0.76,5,Bearing,Electrical,High,320
SH0283,SUP004,C005,North,BlueDart,2025-08-12,2025-08-19,2025-08-19,0,None,No,Delta Corp,US,0.63,8,Pump,Mechanical,High,239
SH0284,SUP004,C005,South,BlueDart,2025-02-26,2025-03-05,2025-03-07,2,None,Yes,Delta Corp,US,0.63,8,Pump,Mechanical,High,239
SH0285,SUP005,C001,West,Delhivery,2025-01-04,2025-01-09,2025-01-09,0,None,No,Epsilon Exports,US,0.76,7,Motor,Electrical,Medium,108
SH0286,SUP005,C002,East,Delhivery,2025-02-12,2025-02-20,2025-02-20,0,None,No,Epsilon Exports,US,0.76,7,Sensor,Electrical,Medium,219
SH0287,SUP003,C006,South,BlueDart,2025-07-01,2025-07-04,2025-07-09,5,Weather,Yes,Gamma Industries,Asia,0.76,5,Controller,Mechanical,Low,495
SH0288,SUP001,C005,West,Amazon Logistics,2025-02-21,2025-02-27,2025-02-27,0,None,No,Alpha Ltd,US,0.87,7,Pump,Mechanical,High,239
SH0289,SUP002,C004,North,DTDC,2025-06-17,2025-06-20,2025-06-22,2,Weather,Yes,Beta Co,India,0.81,6,Bearing,Electrical,High,320
SH0290,SUP004,C001,South,BlueDart,2025-09-06,2025-09-12,2025-09-12,0,None,No,Delta Corp,US,0.63,8,Motor,Electrical,Medium,108
SH0291,SUP001,C002,North,Delhivery,2025-04-06,2025-04-15,2025-04-15,0,None,No,Alpha Ltd,US,0.87,7,Sensor,Electrical,Medium,219
SH0292,SUP003,C005,West,BlueDart,2025-05-05,2025-05-09,2025-05-09,0,,No,Gamma Industries,Asia,0.76,5,Pump,Mechanical,High,239
SH0293,SUP003,C002,East,Delhivery,2025-04-11,2025-04-16,2025-04-16,0,None,No,Gamma Industries,Asia,0.76,5,Sensor,Electrical,Medium,219
SH0294,SUP002,C004,North,BlueDart,2025-01-10,2025-01-16,2025-01-20,4,,Yes,Beta Co,India,0.81,6,Bearing,Electrical,High,320
SH0295,SUP004,C004,North,BlueDart,2025-08-17,2025-08-24,2025-08-24,0,None,No,Delta Corp,US,0.63,8,Bearing,Electrical,High,320
SH0296,SUP002,C006,West,BlueDart,2025-04-07,2025-04-12,2025-04-12,0,None,No,Beta Co,India,0.81,6,Controller,Mechanical,Low,495
SH0297,SUP003,C004,East,Amazon Logistics,2025-09-11,2025-09-20,2025-09-20,0,None,No,Gamma Industries,Asia,0.76,5,Bearing,Electrical,High,320
SH0298,SUP001,C003,North,DTDC,2025-07-27,2025-08-05,2025-08-07,2,Weather,Yes,Alpha Ltd,US,0.87,7,Valve,Electrical,High,237
SH0299,SUP002,C006,North,Amazon Logistics,2025-06-01,2025-06-06,2025-06-06,0,None,No,Beta Co,India,0.81,6,Controller,Mechanical,Low,495
SH0300,SUP002,C003,West,Amazon Logistics,2025-04-19,2025-04-27,2025-04-27,0,None,No,Beta Co,India,0.81,6,Valve,Electrical,High,237
SH0301,SUP001,C004,East,DTDC,2025-07-21,2025-07-25,2025-07-25,99,None,Yes,Alpha Ltd,US,0.87,7,Bearing,Electrical,High,320
SH0302,SUP001,C005,South,DTDC,2025-09-21,2025-09-25,2025-09-25,0,None,No,Alpha Ltd,US,0.87,7,Pump,Mechanical,High,239
SH0303,SUP001,C006,East,Amazon Logistics,2025-09-27,2025-10-06,2025-10-06,0,None,No,Alpha Ltd,US,0.87,7,Controller,Mechanical,Low,495
SH0304,SUP004,C006,South,Amazon Logistics,2025-03-11,2025-03-20,2025-03-21,1,Supplier issue,Yes,Delta Corp,US,0.63,8,Controller,Mechanical,Low,495
SH0305,SUP005,C005,South,Amazon Logistics,2025-06-21,2025-06-29,2025-06-29,0,None,No,Epsilon Exports,US,0.76,7,Pump,Mechanical,High,239
SH0306,SUP002,C004,West,BlueDart,2025-04-21,2025-04-30,2025-04-30,0,None,No,Beta Co,India,0.81,6,Bearing,Electrical,High,320
SH0307,SUP003,C001,West,Delhivery,2025-02-10,2025-02-19,2025-02-19,99,None,Yes,Gamma Industries,Asia,0.76,5,Motor,Electrical,Medium,108
SH0308,SUP004,C006,East,Amazon Logistics,2025-09-10,2025-09-13,2025-09-17,4,Customs,Yes,Delta Corp,US,0.63,8,Controller,Mechanical,Low,495
SH0309,SUP001,C003,East,Delhivery,2025-03-27,2025-03-31,2025-04-02,2,None,Yes,Alpha Ltd,US,0.87,7,Valve,Electrical,High,237
SH0310,SUP001,C001,North,BlueDart,2025-05-12,2025-05-15,2025-05-15,0,None,No,Alpha Ltd,US,0.87,7,Motor,Electrical,Medium,108
SH0311,SUP001,C002,East,DTDC,2025-08-26,2025-09-02,2025-09-07,5,Traffic,Yes,Alpha Ltd,US,0.87,7,Sensor,Electrical,Medium,219
SH0312,SUP004,C005,East,Delhivery,2025-01-14,2025-01-18,2025-01-18,0,None,No,Delta Corp,US,0.63,8,Pump,Mechanical,High,239
SH0313,SUP001,C006,West,DTDC,2025-07-11,2025-07-16,2025-07-16,0,None,No,Alpha Ltd,US,0.87,7,Controller,Mechanical,Low,495
SH0314,SUP004,C003,West,Amazon Logistics,2025-09-01,2025-09-06,2025-09-06,0,None,No,Delta Corp,US,0.63,8,Valve,Electrical,High,237
SH0315,SUP003,C003,West,BlueDart,2025-02-21,2025-02-24,2025-02-24,0,None,No,Gamma Industries,Asia,0.76,5,Valve,Electrical,High,237
SH0316,SUP002,C005,South,DTDC,2025-08-11,2025-08-20,2025-08-20,0,None,No,Beta Co,India,0.81,6,Pump,Mechanical,High,239
SH0317,SUP002,C004,South,Amazon Logistics,2025-06-23,2025-06-29,2025-06-29,99,None,Yes,Beta Co,India,0.81,6,Bearing,Electrical,High,320
SH0318,SUP003,C003,West,Amazon Logistics,2025-07-03,2025-07-06,2025-07-09,3,None,Yes,Gamma Industries,Asia,0.76,5,Valve,Electrical,High,237
SH0319,SUP002,C001,South,BlueDart,2025-06-22,2025-06-27,2025-06-27,0,None,No,Beta Co,India,0.81,6,Motor,Electrical,Medium,108
SH0320,SUP001,C004,East,DTDC,2025-01-04,2025-01-08,2025-01-08,0,None,No,Alpha Ltd,US,0.87,7,Bearing,Electrical,High,320
SH0321,SUP005,C002,West,Amazon Logistics,2025-06-16,2025-06-21,2025-06-21,0,None,No,Epsilon Exports,US,0.76,7,Sensor,Electrical,Medium,219
SH0322,SUP002,C005,North,BlueDart,2025-04-05,2025-04-12,2025-04-12,0,None,No,Beta Co,India,0.81,6,Pump,Mechanical,High,239
SH0323,SUP001,C004,East,Amazon Logistics,2025-03-22,2025-03-26,2025-03-26,0,,No,Alpha Ltd,US,0.87,7,Bearing,Electrical,High,320
SH0324,SUP001,C003,South,Delhivery,2025-03-28,2025-04-04,2025-04-04,0,None,No,Alpha Ltd,US,0.87,7,Valve,Electrical,High,237
SH0325,SUP001,C003,East,BlueDart,2025-06-25,2025-07-02,2025-07-02,0,None,No,Alpha Ltd,US,0.87,7,Valve,Electrical,High,237
SH0326,SUP002,C006,South,Amazon Logistics,2025-07-09,2025-07-13,2025-07-14,1,Customs,Yes,Beta Co,India,0.81,6,Controller,Mechanical,Low,495
SH0327,SUP005,C005,East,BlueDart,2025-09-27,2025-10-05,2025-10-05,0,None,No,Epsilon Exports,US,0.76,7,Pump,Mechanical,High,239
SH0328,SUP004,C001,West,BlueDart,2025-08-19,2025-08-24,2025-08-24,0,None,No,Delta Corp,US,0.63,8,Motor,Electrical,Medium,108
SH0329,SUP001,C002,North,Delhivery,2025-05-10,2025-05-13,2025-05-13,0,None,No,Alpha Ltd,US,0.87,7,Sensor,Electrical,Medium,219
SH0330,SUP004,C001,East,DTDC,2025-05-20,2025-05-28,2025-05-28,0,,No,Delta Corp,US,0.63,8,Motor,Electrical,Medium,108
SH0331,SUP004,C005,North,Delhivery,2025-05-07,2025-05-15,2025-05-15,0,None,No,Delta Corp,US,0.63,8,Pump,Mechanical,High,239
SH0332,SUP002,C005,South,Delhivery,2025-08-02,2025-08-09,2025-08-09,0,None,No,Beta Co,India,0.81,6,Pump,Mechanical,High,239
SH0333,SUP002,C004,North,Delhivery,2025-04-08,2025-04-14,2025-04-15,1,Customs,Yes,Beta Co,India,0.81,6,Bearing,Electrical,High,320
SH0334,SUP005,C001,South,BlueDart,2025-04-14,2025-04-19,2025-04-19,0,None,No,Epsilon Exports,US,0.76,7,Motor,Electrical,Medium,108
SH0335,SUP005,C002,South,Delhivery,2025-02-21,2025-03-02,2025-03-02,0,None,No,Epsilon Exports,US,0.76,7,Sensor,Electrical,Medium,219
SH0336,SUP003,C006,North,Amazon Logistics,2025-08-04,2025-08-12,2025-08-12,0,None,No,Gamma Industries,Asia,0.76,5,Controller,Mechanical,Low,495
SH0337,SUP003,C002,West,Amazon Logistics,2025-09-24,2025-09-30,2025-09-30,0,None,No,Gamma Industries,Asia,0.76,5,Sensor,Electrical,Medium,219
SH0338,SUP004,C006,East,Delhivery,2025-06-02,2025-06-06,2025-06-09,3,Weather,Yes,Delta Corp,US,0.63,8,Controller,Mechanical,Low,495
SH0339,SUP001,C004,West,BlueDart,2025-03-27,2025-04-01,2025-04-04,99,Supplier issue,Yes,Alpha Ltd,US,0.87,7,Bearing,Electrical,High,320
SH0340,SUP002,C004,North,DTDC,2025-08-04,2025-08-13,2025-08-13,0,None,No,Beta Co,India,0.81,6,Bearing,Electrical,High,320
SH0341,SUP004,C001,East,Delhivery,2025-09-18,2025-09-22,2025-09-22,0,None,No,Delta Corp,US,0.63,8,Motor,Electrical,Medium,108
SH0342,SUP002,C002,East,BlueDart,2025-06-24,2025-06-29,2025-06-29,0,None,No,Beta Co,India,0.81,6,Sensor,Electrical,Medium,219
SH0343,SUP001,C006,North,DTDC,2025-01-05,2025-01-08,2025-01-12,4,Supplier issue,Yes,Alpha Ltd,US,0.87,7,Controller,Mechanical,Low,495
