antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({np.str_('Bread')}),"frozenset({np.str_('Butter'), np.str_('Tea')})",0.29516685845799767,0.08342922899884925,0.025028768699654775,0.08479532163742691,1.0163742690058482,1.0,0.00040322527249156415,1.0014926635220243,0.02285714285714301,0.07078925956061839,0.0014904387983979766,0.19239766081871346
"frozenset({np.str_('Butter'), np.str_('Tea')})",frozenset({np.str_('Bread')}),0.08342922899884925,0.29516685845799767,0.025028768699654775,0.3,1.016374269005848,1.0,0.00040322527249156415,1.0069044879171463,0.017576898932831254,0.07078925956061839,0.0068571428571428785,0.19239766081871346
"frozenset({np.str_('Bananas'), np.str_('Juice')})",frozenset({np.str_('Eggs')}),0.08659378596087457,0.2974683544303797,0.0261795166858458,0.3023255813953489,1.0163285502226622,1.0,0.00042060567216792646,1.0069620253164557,0.017589339794064397,0.07315112540192927,0.006913890634820956,0.19516665916962803
frozenset({np.str_('Eggs')}),"frozenset({np.str_('Bananas'), np.str_('Juice')})",0.2974683544303797,0.08659378596087457,0.0261795166858458,0.08800773694390716,1.0163285502226622,1.0,0.00042060567216792646,1.0015503980026041,0.022869022869023124,0.07315112540192927,0.00154799798961301,0.19516665916962803
frozenset({np.str_('Tea')}),frozenset({np.str_('Cheese')}),0.2940161104718067,0.29948216340621403,0.08947065592635213,0.3043052837573385,1.0161048668016415,1.0,0.0014180750859750374,1.0069328115314335,0.022450386140352153,0.17751141552511415,0.006885078579264346,0.3015282422629152
frozenset({np.str_('Cheese')}),frozenset({np.str_('Tea')}),0.29948216340621403,0.2940161104718067,0.08947065592635213,0.2987512007684918,1.0161048668016412,1.0,0.0014180750859750374,1.0067523684915742,0.022625563691344636,0.17751141552511415,0.006707079817146484,0.3015282422629152
frozenset({np.str_('Juice')}),"frozenset({np.str_('Eggs'), np.str_('Tea')})",0.2885500575373993,0.08342922899884925,0.024453394706559262,0.0847457627118644,1.0157802454704852,1.0,0.00037988587864044854,1.0014384349827388,0.021835826930853203,0.07036423841059603,0.0014363688595231262,0.18892460549386322
"frozenset({np.str_('Eggs'), np.str_('Tea')})",frozenset({np.str_('Juice')}),0.08342922899884925,0.2885500575373993,0.024453394706559262,0.29310344827586204,1.015780245470485,1.0,0.00037988587864044854,1.0064413820202645,0.016949152542372864,0.07036423841059603,0.006400156169387964,0.18892460549386322
frozenset({np.str_('Apples')}),frozenset({np.str_('Bread')}),0.3147295742232451,0.29516685845799767,0.09436133486766399,0.2998171846435101,1.0157549062581297,1.0,0.0014635951803655262,1.0066415885730426,0.022634187299052057,0.18303571428571427,0.006597768906465786,0.30975264690265175
frozenset({np.str_('Bread')}),frozenset({np.str_('Apples')}),0.29516685845799767,0.3147295742232451,0.09436133486766399,0.3196881091617934,1.0157549062581297,1.0,0.0014635951803655262,1.007288620124571,0.022005973120955917,0.18303571428571427,0.007235880540047826,0.30975264690265175
frozenset({np.str_('Juice')}),frozenset({np.str_('Milk')}),0.2885500575373993,0.31329113924050633,0.09177215189873418,0.3180458624127617,1.015176692145785,1.0,0.0013719756449286913,1.0069722037160413,0.02101314890472264,0.17992103778905813,0.006923928674805088,0.3054875776710273
frozenset({np.str_('Milk')}),frozenset({np.str_('Juice')}),0.31329113924050633,0.2885500575373993,0.09177215189873418,0.29292929292929293,1.0151766921457848,1.0,0.0013719756449286913,1.0061934900542495,0.021770220880343142,0.17992103778905813,0.006155366850878362,0.3054875776710273
"frozenset({np.str_('Bananas'), np.str_('Tea')})",frozenset({np.str_('Apples')}),0.08918296892980437,0.3147295742232451,0.028481012658227847,0.3193548387096774,1.0146959957539659,1.0,0.00041249481898561827,1.0067954122786447,0.01590127427145739,0.07586206896551724,0.00674954632864764,0.20492422008610012
frozenset({np.str_('Apples')}),"frozenset({np.str_('Bananas'), np.str_('Tea')})",0.3147295742232451,0.08918296892980437,0.028481012658227847,0.09049360146252285,1.0146959957539659,1.0,0.00041249481898561827,1.0014410371766773,0.021134943049300626,0.07586206896551724,0.0014389635766675333,0.20492422008610012
frozenset({np.str_('Bananas')}),"frozenset({np.str_('Eggs'), np.str_('Juice')})",0.3092635212888377,0.08342922899884925,0.0261795166858458,0.08465116279069769,1.0146463512429833,1.0,0.00037789954724886873,1.001334937831542,0.02089788595411274,0.07142857142857144,0.0013331581482941574,0.19922213311948678
"frozenset({np.str_('Eggs'), np.str_('Juice')})",frozenset({np.str_('Bananas')}),0.08342922899884925,0.3092635212888377,0.0261795166858458,0.3137931034482759,1.0146463512429833,1.0,0.00037789954724886873,1.006600898624307,0.015748846257320998,0.07142857142857144,0.006557612489049167,0.19922213311948678
frozenset({np.str_('Milk')}),"frozenset({np.str_('Juice'), np.str_('Butter')})",0.31329113924050633,0.07968929804372843,0.02531645569620253,0.0808080808080808,1.0140393100681908,1.0,0.000350504726806599,1.0012171372930865,0.020161290322580502,0.06885758998435054,0.001215657670799889,0.19924880574700066
"frozenset({np.str_('Juice'), np.str_('Butter')})",frozenset({np.str_('Milk')}),0.07968929804372843,0.31329113924050633,0.02531645569620253,0.31768953068592054,1.0140393100681908,1.0,0.000350504726806599,1.006446319737459,0.01504376367614869,0.06885758998435054,0.006405030860603177,0.19924880574700066
frozenset({np.str_('Coffee')}),"frozenset({np.str_('Apples'), np.str_('Butter')})",0.3173187571921749,0.0903337169159954,0.02905638665132336,0.0915684496826836,1.0136685703726376,1.0,0.0003918038669899551,1.0013591918579412,0.01975191198007295,0.07674772036474165,0.001357346963000692,0.20661225031904878
"frozenset({np.str_('Apples'), np.str_('Butter')})",frozenset({np.str_('Coffee')}),0.0903337169159954,0.3173187571921749,0.02905638665132336,0.321656050955414,1.0136685703726374,1.0,0.0003918038669899551,1.006393944796512,0.014823303962274862,0.07674772036474165,0.0063533220063291705,0.20661225031904878
frozenset({np.str_('Apples')}),frozenset({np.str_('Cheese')}),0.3147295742232451,0.29948216340621403,0.09551208285385501,0.303473491773309,1.0133274326647668,1.0,0.0012561890775609624,1.0057303323275617,0.01919263957593627,0.18413754853022743,0.005697682712124089,0.3111988016023125
frozenset({np.str_('Cheese')}),frozenset({np.str_('Apples')}),0.29948216340621403,0.3147295742232451,0.09551208285385501,0.31892411143131605,1.0133274326647665,1.0,0.0012561890775609624,1.0061586928541635,0.018774894238143814,0.18413754853022743,0.006120995522776916,0.3111988016023125
frozenset({np.str_('Cheese')}),"frozenset({np.str_('Eggs'), np.str_('Tea')})",0.29948216340621403,0.08342922899884925,0.02531645569620253,0.08453410182516811,1.013243234290636,1.0,0.0003308897043147116,1.001206896759914,0.018657830875490156,0.07079646017699116,0.0012054419159712438,0.19399118884361854
"frozenset({np.str_('Eggs'), np.str_('Tea')})",frozenset({np.str_('Cheese')}),0.08342922899884925,0.29948216340621403,0.02531645569620253,0.30344827586206896,1.0132432342906357,1.0,0.0003308897043147116,1.005693923822762,0.014259829937796148,0.07079646017699116,0.005661686610493528,0.19399118884361854
frozenset({np.str_('Milk')}),frozenset({np.str_('Bananas')}),0.31329113924050633,0.3092635212888377,0.0981012658227848,0.3131313131313131,1.0125064599483204,1.0,0.0012117449126742563,1.0056310498883099,0.01798721569793378,0.1870543060888645,0.005599518719052231,0.31517030772844723
frozenset({np.str_('Bananas')}),frozenset({np.str_('Milk')}),0.3092635212888377,0.31329113924050633,0.0981012658227848,0.3172093023255814,1.0125064599483204,1.0,0.0012117449126742563,1.0057384541096126,0.017882333973747576,0.1870543060888645,0.0057057121423213265,0.31517030772844723
"frozenset({np.str_('Butter'), np.str_('Coffee')})",frozenset({np.str_('Apples')}),0.09119677790563867,0.3147295742232451,0.02905638665132336,0.31861198738170343,1.0123357112786118,1.0,0.00035406357054985557,1.0056978007927375,0.013408178424680048,0.07709923664122137,0.005665519789589068,0.20546687120456286
frozenset({np.str_('Apples')}),"frozenset({np.str_('Butter'), np.str_('Coffee')})",0.3147295742232451,0.09119677790563867,0.02905638665132336,0.0923217550274223,1.0123357112786118,1.0,0.00035406357054985557,1.001239400776668,0.017781878943561827,0.07709923664122137,0.0012378665638872826,0.20546687120456286
"frozenset({np.str_('Milk'), np.str_('Bread')})",frozenset({np.str_('Butter')}),0.09321058688147296,0.28970080552359034,0.027330264672036825,0.2932098765432099,1.0121127416724902,1.0,0.0003270825691475063,1.0049647991718633,0.013197969543147208,0.07686084142394821,0.004940271714944344,0.19377474959235969
frozenset({np.str_('Butter')}),"frozenset({np.str_('Milk'), np.str_('Bread')})",0.28970080552359034,0.09321058688147296,0.027330264672036825,0.09433962264150944,1.0121127416724902,1.0,0.0003270825691475063,1.001246643651707,0.016848926690968002,0.07686084142394821,0.0012450914663346445,0.19377474959235969
frozenset({np.str_('Milk')}),frozenset({np.str_('Butter')}),0.31329113924050633,0.28970080552359034,0.09177215189873418,0.29292929292929293,1.0111442127330905,1.0,0.0010114564973561918,1.0045660036166366,0.016049578897187333,0.17951603826674173,0.004545249988749366,0.3048559076364439
frozenset({np.str_('Butter')}),frozenset({np.str_('Milk')}),0.28970080552359034,0.31329113924050633,0.09177215189873418,0.31678252234359483,1.0111442127330905,1.0,0.0010114564973561918,1.0051102075360612,0.015516543065040973,0.17951603826674173,0.005084226085603525,0.3048559076364439
"frozenset({np.str_('Apples'), np.str_('Bread')})",frozenset({np.str_('Butter')}),0.09436133486766399,0.28970080552359034,0.02761795166858458,0.2926829268292683,1.0102937970789836,1.0,0.00028139694714107016,1.0042161025356138,0.01125052943667925,0.0774818401937046,0.004198401643797688,0.194007799065081
frozenset({np.str_('Butter')}),"frozenset({np.str_('Apples'), np.str_('Bread')})",0.28970080552359034,0.09436133486766399,0.02761795166858458,0.09533267130089373,1.0102937970789836,1.0,0.00028139694714107016,1.001073694608411,0.014344538949642075,0.0774818401937046,0.0010725430247479672,0.194007799065081
frozenset({np.str_('Eggs')}),frozenset({np.str_('Bananas')}),0.2974683544303797,0.3092635212888377,0.0929228998849252,0.3123791102514507,1.0100742206828304,1.0,0.0009267891217899366,1.0045309690398618,0.014196859398097996,0.18085106382978725,0.004510531959201482,0.30642211326526025
frozenset({np.str_('Bananas')}),frozenset({np.str_('Eggs')}),0.3092635212888377,0.2974683544303797,0.0929228998849252,0.3004651162790698,1.0100742206828304,1.0,0.0009267891217899366,1.0042839348235928,0.01443928806753657,0.18085106382978725,0.004265661009847137,0.30642211326526025
frozenset({np.str_('Juice')}),"frozenset({np.str_('Bread'), np.str_('Butter')})",0.2885500575373993,0.09090909090909091,0.026467203682393557,0.09172482552342971,1.0089730807577268,1.0,0.00023538026990270813,1.0008981139606825,0.012500219764763724,0.0749796251018745,0.0008973080757726806,0.1914320330148794
"frozenset({np.str_('Bread'), np.str_('Butter')})",frozenset({np.str_('Juice')}),0.09090909090909091,0.2885500575373993,0.026467203682393557,0.2911392405063291,1.0089730807577268,1.0,0.00023538026990270813,1.0036525974025974,0.009782608695652117,0.0749796251018745,0.00363930448847552,0.1914320330148794
frozenset({np.str_('Bread')}),"frozenset({np.str_('Milk'), np.str_('Butter')})",0.29516685845799767,0.09177215189873418,0.027330264672036825,0.0925925925925926,1.0089399744572158,1.0,0.00024216690215729184,1.0009041591320071,0.01257142857142875,0.07600000000000001,0.0009033423667570069,0.19519911761291073
"frozenset({np.str_('Milk'), np.str_('Butter')})",frozenset({np.str_('Bread')}),0.09177215189873418,0.29516685845799767,0.027330264672036825,0.29780564263322884,1.0089399744572158,1.0,0.00024216690215729184,1.0037579113924051,0.009756097560975752,0.07600000000000001,0.0037438423645320567,0.19519911761291073
frozenset({np.str_('Milk')}),frozenset({np.str_('Tea')}),0.31329113924050633,0.2940161104718067,0.0929228998849252,0.29660238751147844,1.0087963786593923,1.0,0.0008102576801503197,1.003676835112536,0.012697778602102888,0.18064876957494405,0.003663365521556216,0.3063246771216883
frozenset({np.str_('Tea')}),frozenset({np.str_('Milk')}),0.2940161104718067,0.31329113924050633,0.0929228998849252,0.31604696673189825,1.0087963786593923,1.0,0.0008102576801503197,1.0040292642291881,0.012351099235215808,0.18064876957494405,0.004013094411427859,0.3063246771216883
frozenset({np.str_('Apples')}),"frozenset({np.str_('Eggs'), np.str_('Tea')})",0.3147295742232451,0.08342922899884925,0.026467203682393557,0.08409506398537478,1.0079808359074578,1.0,0.00020955796181211864,1.0007269695361867,0.011554046654254833,0.07120743034055728,0.0007264414353932043,0.2006682216478598
"frozenset({np.str_('Eggs'), np.str_('Tea')})",frozenset({np.str_('Apples')}),0.08342922899884925,0.3147295742232451,0.026467203682393557,0.31724137931034485,1.0079808359074578,1.0,0.00020955796181211864,1.0036789064407017,0.008638336199132143,0.07120743034055728,0.0036654216972118936,0.2006682216478598
frozenset({np.str_('Milk')}),frozenset({np.str_('Bread')}),0.31329113924050633,0.29516685845799767,0.09321058688147296,0.2975206611570248,1.0079744816586924,1.0,0.0007374255291255905,1.0033507073715564,0.011520737327189147,0.18090452261306533,0.00333951762523196,0.30665506742061766
frozenset({np.str_('Bread')}),frozenset({np.str_('Milk')}),0.29516685845799767,0.31329113924050633,0.09321058688147296,0.31578947368421056,1.0079744816586922,1.0,0.0007374255291255905,1.00365141187926,0.011224489795918566,0.18090452261306533,0.003638127577007083,0.30665506742061766
frozenset({np.str_('Milk')}),"frozenset({np.str_('Eggs'), np.str_('Bananas')})",0.31329113924050633,0.0929228998849252,0.029344073647871116,0.09366391184573003,1.0079744816586922,1.0,0.00023215248139138445,1.0008175907044747,0.011520737327188892,0.07786259541984733,0.0008169227959903487,0.20472669276497027
"frozenset({np.str_('Eggs'), np.str_('Bananas')})",frozenset({np.str_('Milk')}),0.0929228998849252,0.31329113924050633,0.029344073647871116,0.3157894736842105,1.0079744816586922,1.0,0.00023215248139138445,1.0036514118792599,0.008721852204249885,0.07786259541984733,0.003638127577007002,0.20472669276497027
frozenset({np.str_('Eggs')}),frozenset({np.str_('Cheese')}),0.2974683544303797,0.29948216340621403,0.08975834292289989,0.30174081237911027,1.0075418480593539,1.0,0.0006718765932033216,1.0032346856481644,0.01065488565488594,0.17697107203630177,0.0032242561929311385,0.30072631397053495
frozenset({np.str_('Cheese')}),frozenset({np.str_('Eggs')}),0.29948216340621403,0.2974683544303797,0.08975834292289989,0.2997118155619597,1.0075418480593539,1.0,0.0006718765932033216,1.0032036255664947,0.010685515716316823,0.17697107203630177,0.00319339512423095,0.30072631397053495
frozenset({np.str_('Apples')}),"frozenset({np.str_('Bananas'), np.str_('Bread')})",0.3147295742232451,0.08256616800920598,0.0261795166858458,0.08318098720292505,1.007446381593615,1.0,0.00019350178306348081,1.0006706003967383,0.01078602338048191,0.07054263565891473,0.0006701509932165228,0.20012707896731619
"frozenset({np.str_('Bananas'), np.str_('Bread')})",frozenset({np.str_('Apples')}),0.08256616800920598,0.3147295742232451,0.0261795166858458,0.3170731707317073,1.0074463815936148,1.0,0.00019350178306348081,1.0034316948873911,0.008056540511855727,0.07054263565891473,0.003419958632835717,0.20012707896731619
frozenset({np.str_('Eggs')}),"frozenset({np.str_('Bananas'), np.str_('Cheese')})",0.2974683544303797,0.0883199079401611,0.026467203682393557,0.08897485493230176,1.0074156213181789,1.0,0.0001948260039912053,1.0007189120911608,0.010477869173521531,0.07365892714171339,0.0007183956278576531,0.19432456101663947
"frozenset({np.str_('Bananas'), np.str_('Cheese')})",frozenset({np.str_('Eggs')}),0.0883199079401611,0.2974683544303797,0.026467203682393557,0.2996742671009772,1.0074156213181789,1.0,0.0001948260039912053,1.0031498380924344,0.008074142165269669,0.07365892714171339,0.003139947765354998,0.19432456101663947
"frozenset({np.str_('Milk'), np.str_('Bread')})",frozenset({np.str_('Eggs')}),0.09321058688147296,0.2974683544303797,0.027905638665132335,0.2993827160493827,1.006435513527712,1.0,0.00017843877001063463,1.002732392795405,0.007051651054476994,0.07692307692307693,0.002724947169391645,0.19659658046182868
frozenset({np.str_('Eggs')}),"frozenset({np.str_('Milk'), np.str_('Bread')})",0.2974683544303797,0.09321058688147296,0.027905638665132335,0.09381044487427466,1.006435513527712,1.0,0.00017843877001063463,1.000661956418951,0.009101885390545243,0.07692307692307693,0.000661518522518623,0.19659658046182868
frozenset({np.str_('Tea')}),"frozenset({np.str_('Eggs'), np.str_('Apples')})",0.2940161104718067,0.08947065592635213,0.026467203682393557,0.09001956947162426,1.0061351237407266,1.0,0.0001613894255662017,1.0006032146701807,0.00863718507494408,0.07413376309427881,0.0006028510216006091,0.1929197525814713
"frozenset({np.str_('Eggs'), np.str_('Apples')})",frozenset({np.str_('Tea')}),0.08947065592635213,0.2940161104718067,0.026467203682393557,0.2958199356913183,1.0061351237407263,1.0,0.0001613894255662017,1.0025615965446033,0.006696888522563277,0.07413376309427881,0.002555051533423946,0.1929197525814713
"frozenset({np.str_('Milk'), np.str_('Coffee')})",frozenset({np.str_('Cheese')}),0.09551208285385501,0.29948216340621403,0.028768699654775604,0.3012048192771084,1.0057521150885964,1.0,0.00016453445026954477,1.0024651799531765,0.006323155216284972,0.07855459544383345,0.0024591177853095867,0.19863314931194517
frozenset({np.str_('Cheese')}),"frozenset({np.str_('Milk'), np.str_('Coffee')})",0.29948216340621403,0.09551208285385501,0.028768699654775604,0.09606147934678194,1.0057521150885964,1.0,0.00016453445026954477,1.0006077808173612,0.008164271047227906,0.07855459544383345,0.0006074116442156506,0.19863314931194517
"frozenset({np.str_('Milk'), np.str_('Bananas')})",frozenset({np.str_('Eggs')}),0.0981012658227848,0.2974683544303797,0.029344073647871116,0.2991202346041056,1.0055531290946529,1.0,0.00016205153603006742,1.0023568666913827,0.006123151014791968,0.08012568735271014,0.0023513249319701453,0.1988831347101766
frozenset({np.str_('Eggs')}),"frozenset({np.str_('Milk'), np.str_('Bananas')})",0.2974683544303797,0.0981012658227848,0.029344073647871116,0.09864603481624759,1.0055531290946529,1.0,0.00016205153603006742,1.0006043896343781,0.007860801978449149,0.08012568735271014,0.0006040245681903163,0.1988831347101766
frozenset({np.str_('Apples')}),"frozenset({np.str_('Bananas'), np.str_('Eggs')})",0.3147295742232451,0.0929228998849252,0.029344073647871116,0.09323583180987204,1.0033676513037622,1.0,9.84889314993749e-05,1.0003451083930361,0.004897844948222745,0.07756653992395438,0.0003449893343213386,0.20451265274704128
"frozenset({np.str_('Bananas'), np.str_('Eggs')})",frozenset({np.str_('Apples')}),0.0929228998849252,0.3147295742232451,0.029344073647871116,0.3157894736842105,1.0033676513037622,1.0,9.84889314993749e-05,1.001549083827565,0.0037001797230150906,0.07756653992395438,0.001546687878386128,0.20451265274704128
"frozenset({np.str_('Cheese'), np.str_('Apples')})",frozenset({np.str_('Bananas')}),0.09551208285385501,0.3092635212888377,0.029631760644418872,0.31024096385542166,1.0031605491734379,1.0,9.335757540445203e-05,1.0014170783061391,0.003483287630623355,0.0789877300613497,0.0014150730368370596,0.20302745867189687
frozenset({np.str_('Bananas')}),"frozenset({np.str_('Cheese'), np.str_('Apples')})",0.3092635212888377,0.09551208285385501,0.029631760644418872,0.0958139534883721,1.0031605491734379,1.0,9.335757540445203e-05,1.000333858983648,0.004561206293494306,0.0789877300613497,0.00033374755902716155,0.20302745867189687
frozenset({np.str_('Apples')}),"frozenset({np.str_('Juice'), np.str_('Tea')})",0.3147295742232451,0.08659378596087457,0.027330264672036825,0.08683729433272395,1.0028120767460083,1.0,7.663928619195542e-05,1.000266664823627,0.004092094215387564,0.07307692307692308,0.00026659373245621187,0.20122595613646166
"frozenset({np.str_('Juice'), np.str_('Tea')})",frozenset({np.str_('Apples')}),0.08659378596087457,0.3147295742232451,0.027330264672036825,0.31561461794019935,1.0028120767460083,1.0,7.663928619195542e-05,1.0012931949456467,0.003070037297969505,0.07307692307692308,0.0012915247523648053,0.20122595613646166
frozenset({np.str_('Bananas')}),frozenset({np.str_('Coffee')}),0.3092635212888377,0.3173187571921749,0.09838895281933256,0.31813953488372093,1.0025866031331043,1.0,0.00025383659908286005,1.0012037326308485,0.0037350421729739638,0.18627450980392157,0.0012022854006801626,0.3141014990828396
frozenset({np.str_('Coffee')}),frozenset({np.str_('Bananas')}),0.3173187571921749,0.3092635212888377,0.09838895281933256,0.3100634632819583,1.0025866031331043,1.0,0.00025383659908286005,1.0011594428625652,0.003779113467050353,0.18627450980392157,0.0011581001116564157,0.3141014990828396
frozenset({np.str_('Apples')}),"frozenset({np.str_('Cheese'), np.str_('Juice')})",0.3147295742232451,0.08400460299194476,0.026467203682393557,0.08409506398537478,1.0010768575793245,1.0,2.8470749946041957e-05,1.000098766793226,0.001569744095207023,0.07109737248840804,9.875703930990806e-05,0.1995817785680299
"frozenset({np.str_('Cheese'), np.str_('Juice')})",frozenset({np.str_('Apples')}),0.08400460299194476,0.3147295742232451,0.026467203682393557,0.31506849315068497,1.0010768575793245,1.0,2.8470749946041957e-05,1.0004948216340621,0.0011743500109243495,0.07109737248840804,0.0004945769067090608,0.1995817785680299
frozenset({np.str_('Apples')}),frozenset({np.str_('Milk')}),0.3147295742232451,0.31329113924050633,0.09867663981588032,0.31352833638025596,1.0007571141026352,1.0,7.465295480035827e-05,1.0003455308533769,0.001104004034143214,0.18641304347826085,0.0003454115030455341,0.31424809840133094
frozenset({np.str_('Milk')}),frozenset({np.str_('Apples')}),0.31329113924050633,0.3147295742232451,0.09867663981588032,0.3149678604224059,1.0007571141026352,1.0,7.465295480035827e-05,1.0003478467438152,0.0011016914995094832,0.18641304347826085,0.00034772578853184524,0.31424809840133094
"frozenset({np.str_('Apples'), np.str_('Tea')})",frozenset({np.str_('Juice')}),0.09464902186421174,0.2885500575373993,0.027330264672036825,0.2887537993920973,1.0007060884216652,1.0,1.928396725996151e-05,1.0002864575649384,0.0007793554429448152,0.07679870654810024,0.0002863755305014574,0.19173482591738464
frozenset({np.str_('Juice')}),"frozenset({np.str_('Apples'), np.str_('Tea')})",0.2885500575373993,0.09464902186421174,0.027330264672036825,0.09471585244267199,1.000706088421665,1.0,1.928396725996151e-05,1.0000738227645327,0.0009917636793155414,0.07679870654810024,7.381731513435042e-05,0.19173482591738464
"frozenset({np.str_('Juice'), np.str_('Coffee')})",frozenset({np.str_('Bread')}),0.0857307249712313,0.29516685845799767,0.02531645569620253,0.2953020134228188,1.0004578934285753,1.0,1.1586933117577192e-05,1.000191791331032,0.0005006007208651931,0.07119741100323626,0.0001917545541707249,0.1905359969648207
frozenset({np.str_('Bread')}),"frozenset({np.str_('Juice'), np.str_('Coffee')})",0.29516685845799767,0.0857307249712313,0.02531645569620253,0.08576998050682262,1.0004578934285753,1.0,1.1586933117577192e-05,1.0000429383576936,0.0006493506493508504,0.07119741100323626,4.293651407030822e-05,0.1905359969648207
